state,action,reward,next_state,done,game_name
"
Dish Room
A manhole-size drain cover is set in the floor.

A warped wooden door is set into the cement north wall. The door is sealed tight.

The largest fixture in this location is a straight unit dish machine, with a stainless steel dish table on either side.

On the dish table is a dish rack (in which are some servingware).

A large rat turns to look at you, then runs away.",put all in dish,0,"(the dish machine)
flashlight: Done.
severed right foot: Done.
severed left foot: Done.
severed left hand: Done.
newspaper: Done.
notepad: Done.
dish rack: You need to be holding the dish rack before you can put it into something else.
servingware: You need to be holding the servingware before you can put them into something else.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"(first opening the drain cover)

Crypt
The edges and corners of this brown room are rounded by accumulated cobweb nets, making it look more like a small cave than an urban underground.  Moldy pylons and concrete extrusions resemble stalagmites.  Wet cardboard boxes stacked along the wall contain empty unrecycled liquor bottles.  The humid air smells of death.

You could escape through the drain pipe in the ceiling.

At the center of the room is a three foot by six foot sealed crate, composed mostly of particle board.",open crate,0,"Your first reflex is to gag.  Inside is the dismembered body of an adult female.  Her arms and legs have been removed, her abdomen sliced open and disemboweled.  Where her eyes were once, empty sockets remain.  Having been drained entirely of blood, her skin is now as pale as the clean cotton bed sheet draped across her pelvis.

She lifts her head, and knocks it three times against the bottom of the box.  But no, you must have imagined that.  She is dead.  Quite dead.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"Your first reflex is to gag.  Inside is the dismembered body of an adult female.  Her arms and legs have been removed, her abdomen sliced open and disemboweled.  Where her eyes were once, empty sockets remain.  Having been drained entirely of blood, her skin is now as pale as the clean cotton bed sheet draped across her pelvis.

She lifts her head, and knocks it three times against the bottom of the box.  But no, you must have imagined that.  She is dead.  Quite dead.",close pipe,0,"You close the drain cover.

The body's lips tremble, but no sound comes out.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"
Dish Room
You step cautiously around the open drain cover.

A warped wooden door is set into the cement north wall. The door is sealed tight.

The largest fixture in this location is a straight unit dish machine, with a stainless steel dish table on either side.

On the dish table is a dish rack (in which are some servingware).

From somewhere below your feet, you hear a muffled thump.",put hand in rack,0,"(the severed left hand in the dish rack)
You put the severed left hand into the dish rack.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"
Winding Hall
Mounted on the wall is a first aid kit.

A formidable buffalo chopper is parked against one corner of this twisting labyrinth. This machine probably harbors more than a hundred varieties of pathogens and therefore deserves quite careful attention.",s,0,"
Galley Kitchen",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"
Galley Kitchen",x prep table,0,"This prep table looks like it may have been nailed together on site, from two by fours and plywood.  The cutting surface is scarred with knife marks and grime, providing multiple rich environments for bacterial growth.  Beneath the  prep table is a storage shelf.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"This prep table looks like it may have been nailed together on site, from two by fours and plywood.  The cutting surface is scarred with knife marks and grime, providing multiple rich environments for bacterial growth.  Beneath the  prep table is a storage shelf.",x shelf,0,"A warped plywood shelf below the prep table provides space for the grill cook to cast off his soiled cooking implements.

On the storage shelf are a pair of tongs, a pot and a fry pan.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"A warped plywood shelf below the prep table provides space for the grill cook to cast off his soiled cooking implements.

On the storage shelf are a pair of tongs, a pot and a fry pan.",take tongs,0,Taken.,False,train/training_data_afflicted.z8_p_rand_0.5.csv
Taken.,put feet down,0,"severed right foot: Dropped.
severed left foot: Dropped.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"
Dining Room
An aluminum placard is fixed to the front door.",put right on tables,0,"(the severed right foot on the table)
You put the severed right foot on the table.

A mouse runs in circles, then races away.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"
19th Street
An aluminum placard is fixed to the front door.",hit window,0,"The window shatters, dropping shards of glass on both sides.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"
19th Street East",take eyes with tongs,5,"The eyes bob on the surface of the dark pool each time you stab them with the tongs, but after a bit of practice you succeed in removing them from the sewer.

[Nikolai's sanitation rating has dropped five points.]",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"The eyes bob on the surface of the dark pool each time you stab them with the tongs, but after a bit of practice you succeed in removing them from the sewer.

[Nikolai's sanitation rating has dropped five points.]",w,0,"
19th Street
An aluminum placard is fixed to the front door.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"
19th Street
An aluminum placard is fixed to the front door.",west,0,"
19th Street West
You are walking past the window to Goldschmidt's Pawnshop (on the north side of 19th Street).  Although the shop is closed right now, the window provides a neat display of hocked merchandise.  Nikolai's Bar and Grill is east.  To the west, the neighborhood becomes even seedier.

Goldschmidt's is closed for the day.  The door is locked.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"
Dining Room
An aluminum placard is fixed to the front door.

A mouse runs in circles, then races away.",n,0,"
Galley Kitchen",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"
Galley Kitchen",open fridge,0,The fridge is a few degrees colder than the rest of the room.  It contains a rotting head of lettuce.,False,train/training_data_afflicted.z8_p_rand_0.5.csv
"
Winding Hall
Mounted on the wall is a first aid kit.

A formidable buffalo chopper is parked against one corner of this twisting labyrinth. This machine probably harbors more than a hundred varieties of pathogens and therefore deserves quite careful attention.",put right down,0,"(the severed right foot down)
Dropped.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"The chopper is old, covered in rust.  Drops of fresh blood leak out from the food trough in places where it has rusted completely through.  The device has an on/off button, and the rotating trough which is designed to carry large volumes of food past a stationary blade.  It isn't quite large enough to accommodate a full size buffalo.  But a rabbit or a small dog, perhaps.

The buffalo chopper is switched off.",ask all for film,0,"(yourself for the oily film)
You are carrying:
  some pair of eyes
  a pair of tongs
  a flashlight (providing light)
  a severed right foot
  a severed left foot
  a severed left hand
  a newspaper
  a notepad",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"For this to be a really thorough inspection, you'll need to open the chopper and examine the blade.",open aid,0,"You open the first aid kit, revealing a tourniquet.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
The blade is hidden by a protective cover.,open cover,0,The cover is held in place by a large screw.,False,train/training_data_afflicted.z8_p_rand_0.5.csv
The cover is held in place by a large screw.,put light down,0,Dropped.,False,train/training_data_afflicted.z8_p_rand_0.5.csv
The screw is rusted in place.  Your only other alternative for inspecting the blade is to reach in the trough.,reach in chopper,10,"You reach under the cover of the trough and cautiously poke around.  Wedged against the blade is a pulpy mass of sinewy entrails.  With some effort, you jerk the entrails free from the blade.

Suddenly, and without warning, the buffalo chopper roars to life.  Your sleeve catches against the rusty blade, which stalls momentarily, but seizes your arm deeper into the device.  Then the blade spins once again.  At first you're not even sure what has happened, but you hear a crunching noise, and feel faint from a sudden drop in blood pressure.  With a rush of endorphins, you yank your arm free from the buffalo chopper, and collapse on the floor.

You are missing a hand.  If you don't act quickly, you will die.

[Nikolai's sanitation rating has dropped ten points.]",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"You reach under the cover of the trough and cautiously poke around.  Wedged against the blade is a pulpy mass of sinewy entrails.  With some effort, you jerk the entrails free from the blade.

Suddenly, and without warning, the buffalo chopper roars to life.  Your sleeve catches against the rusty blade, which stalls momentarily, but seizes your arm deeper into the device.  Then the blade spins once again.  At first you're not even sure what has happened, but you hear a crunching noise, and feel faint from a sudden drop in blood pressure.  With a rush of endorphins, you yank your arm free from the buffalo chopper, and collapse on the floor.

You are missing a hand.  If you don't act quickly, you will die.

[Nikolai's sanitation rating has dropped ten points.]",put right down,0,"You fight against excruciating pain to perform even the simplest actions.

Dropped.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"You fight against excruciating pain to perform even the simplest actions.

You open the first aid kit, revealing a tourniquet.",wear tourniquet,0,"(first taking the tourniquet)
You fight against overwhelming pain to perform even the simplest actions.

Fighting against the most severe pain, you twist the tourniquet into place.  The flow of blood gradually ceases.

A moment later your right hand and the entrails which had been blocking the blade are ejected from the chopper at high velocity.  They land on the floor nearby.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"(first taking the tourniquet)
You fight against overwhelming pain to perform even the simplest actions.

Fighting against the most severe pain, you twist the tourniquet into place.  The flow of blood gradually ceases.

A moment later your right hand and the entrails which had been blocking the blade are ejected from the chopper at high velocity.  They land on the floor nearby.",put newspaper down,0,Dropped.,False,train/training_data_afflicted.z8_p_rand_0.5.csv
"entrails: Taken.
severed right hand: Taken.
first aid kit: Taken.
buffalo chopper: That's fixed in place.
ground meat: The lukewarm puree drips through your fingers.

[Nikolai's sanitation rating has dropped ten points.]",put notepad down,0,Dropped.,False,train/training_data_afflicted.z8_p_rand_0.5.csv
"
Galley Kitchen",put light on grill,0,You put the flashlight on the flat grill.,False,train/training_data_afflicted.z8_p_rand_0.5.csv
"
Dining Room
An aluminum placard is fixed to the front door.

Since the last time you were here, Nikolai has managed to transport himself down those treacherous steps to the Dining Room.  He sits on one of those tiny dining room chairs, which appears barely capable of supporting his weight.  Angela has returned from her bread run.  She sits across Nikolai's lap, scarcely conscious, with just a trace of blood dribbling from twin teeth marks in her neck.  Nikolai looks up from her neck, with blood stains on his own fat face, ""You're next, Mr. Health Inspector.  I knew you'd cause me trouble when you walked in here.""

Since your last tour through the dining room, Nikolai has locked and barred the front door to prevent your escape.",u,0,"Nikolai pursues you up the stairs, huffing and wheezing from the effort.  You double your speed just in time to escape his reach.  Nikolai is left stranded and out of breath back on the fifth step.

Nikolai's Office
Nikolai's office is an ill-maintained balcony sky box above his restaurant.  A window looks out over the restaurant. But as you could see earlier, the dining room side is mirrored such that employees and guests can't see in.  A rickety set of steps leads back to the main floor.  The plaster walls are water stained and cracked.  A single unfrosted bulb hangs from the ceiling by a loose wire.  Mounds of unpaid invoices litter Nikolai's wooden desk.

On Nikolai's desk are a brass key and a book.

A plastic pitcher sits on the floor in the corner of the office, filled with some foamy amber liquid.

Your heart is racing.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"Nikolai pursues you up the stairs, huffing and wheezing from the effort.  You double your speed just in time to escape his reach.  Nikolai is left stranded and out of breath back on the fifth step.

Nikolai's Office
Nikolai's office is an ill-maintained balcony sky box above his restaurant.  A window looks out over the restaurant. But as you could see earlier, the dining room side is mirrored such that employees and guests can't see in.  A rickety set of steps leads back to the main floor.  The plaster walls are water stained and cracked.  A single unfrosted bulb hangs from the ceiling by a loose wire.  Mounds of unpaid invoices litter Nikolai's wooden desk.

On Nikolai's desk are a brass key and a book.

A plastic pitcher sits on the floor in the corner of the office, filled with some foamy amber liquid.

Your heart is racing.",take key,0,Taken.,False,train/training_data_afflicted.z8_p_rand_0.5.csv
Taken.,read book,0,"(First taking the book.)
Taken.

You read: ""Lore of the Vampires"".  Two chapter titles catch your attention:  ""Vampire Culture"" and ""Killing Vampires"".  Most of the remaining chapters are written in an unfamiliar Slavic language.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"(First taking the book.)
Taken.

You read: ""Lore of the Vampires"".  Two chapter titles catch your attention:  ""Vampire Culture"" and ""Killing Vampires"".  Most of the remaining chapters are written in an unfamiliar Slavic language.",put tongs on desk,0,You put the pair of tongs on Nikolai's desk.,False,train/training_data_afflicted.z8_p_rand_0.5.csv
"You read: Killing Vampires

Methods for warding or killing a vampire are so widely known, they are now almost cliché.  For warding:  either a wreath of garlic or a wooden cross worn around the neck should effectively ward off both the Bratislavan and Transylvanian type vampires.  For killing, only a weapon made of silver has any permanent effect.

Of course one is not likely to find these implements (garlic, crosses, or silver weapons) in the vampire's own abode.  This creates a problem for Bratislavan vampires who desire nothing so much as to kill and dominate their rivals.  They achieve this without the use of silver (which might be turned against them) by dismembering their opponents and scattering the remaining parts as widely as possible.  Yet even this gruesome ritual is impermanent.  The dismembered parts of a vampire retain their own force of will, and strive to reassemble themselves by whatever means available.",put tongs in kit,0,You put the pair of tongs into the first aid kit.,False,train/training_data_afflicted.z8_p_rand_0.5.csv
"You read: Vampire Culture.

Bratislavan vampires, like their Transylvanian cousins, require nightly aliquots of blood for their continued immortality.  But unlike the Transylvanians, who are mostly solitary in habit, the Bratislavan vampires fight actively amongst themselves for territory, a stable of victims and general dominance.  The most dominant vampire in a given territory is the arch-vampire.",d,0,"
Dining Room
An aluminum placard is fixed to the front door.

Angela's unconscious body is propped like a rag doll across Nikolai's corpulent lap.

Nikolai is here, lapping blood from Angela's neck.  He shoots you a look of contempt.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"
Dining Room
An aluminum placard is fixed to the front door.

Angela's unconscious body is propped like a rag doll across Nikolai's corpulent lap.

Nikolai is here, lapping blood from Angela's neck.  He shoots you a look of contempt.",put light down,0,"Dropped.

Nikolai grins at you and licks his lips.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"
Galley Kitchen",put light in kit,0,You put the flashlight into the first aid kit.,False,train/training_data_afflicted.z8_p_rand_0.5.csv
"
Winding Hall
A formidable buffalo chopper is parked against one corner of this twisting labyrinth.",put all down,0,"book: Dropped.
brass key: Dropped.
first aid kit: Dropped.
severed right hand: Dropped.
entrails: Dropped.
pair of eyes: Dropped.
pair of tongs: Dropped.
flashlight: Dropped.
severed right foot: Dropped.
severed left foot: Dropped.
severed left hand: Dropped.
newspaper: Dropped.
notepad: Dropped.
ground meat: You haven't got that.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"
Dish Room
You step cautiously around the open drain cover.

A warped wooden door is set into the cement north wall. The door is sealed tight.

The largest fixture in this location is a straight unit dish machine, with a stainless steel dish table on either side.

On the dish table is a dish rack (in which are some servingware).",d,0,"
Crypt
You could escape through the drain pipe in the ceiling.

At the center of the room is a three foot by six foot crate, composed mostly of particle board. A mutilated corpse lies in state.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"
Crypt
You could escape through the drain pipe in the ceiling.

At the center of the room is a three foot by six foot crate, composed mostly of particle board. A mutilated corpse lies in state.",put eyes in body,0,"You slip each eye into its socket with a plop.  The eyes rotate around independently until they are both pointing directly toward you.  Her lips tremble. But without a working set of lungs, she can not speak.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"You slip each eye into its socket with a plop.  The eyes rotate around independently until they are both pointing directly toward you.  Her lips tremble. But without a working set of lungs, she can not speak.",get in pipe,0,"
Dish Room
You step cautiously around the open drain cover.

A warped wooden door is set into the cement north wall. The door is sealed tight.

The largest fixture in this location is a straight unit dish machine, with a stainless steel dish table on either side.

On the dish table is a dish rack (in which are some servingware).",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"You hear the slurp and gurgle of aspirating fluids as each organ settles into its proper location.  Peristaltic waves shiver through the newly reformed intestines.  The heart murmurs.  Even the lungs gasp for another breath.   Then, as if these miracles weren't startling enough, The entire abdomen zips shut, leaving nothing more than a scar.

To your shock and horror, the woman whispers ""Thank you.  My name is Sofia Kozyar.  I would appreciate if you could find the rest of me.""",put kit on sofia,0,You put the first aid kit into the particle board crate.,False,train/training_data_afflicted.z8_p_rand_0.5.csv
"
Dish Room
You step cautiously around the open drain cover.

A warped wooden door is set into the cement north wall. The door is sealed tight.

The largest fixture in this location is a straight unit dish machine, with a stainless steel dish table on either side.

On the dish table is a dish rack (in which are some servingware).",take inventory,0,"You are carrying:
  a book
  a brass key
  a first aid kit (open but empty)
  your severed right hand
  a tourniquet (being worn)
  a pair of tongs
  a flashlight (providing light)
  a severed right foot
  a severed left foot
  a severed left hand
  a newspaper
  a notepad",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"(first opening the alley door)
(first unlocking the alley door)
(with the brass key)

Back Alley
Windowless brick walls rise three stories on either side of you, blocking out most of the sunlight.  The cobbled alley slopes down hill at a dangerous pitch.  You won't be able to get back to the street from here however, as the top of the alley ends in a dead end, and the bottom is securely gated, locked from the other side

A warped wooden door is set into the brick.  It leads south back to the dish room. The door is open.

A rectangular green dumpster is parked at the dead end.  Greasy effluent leaks from the sides and bottom, meandering downhill between the cobbles to form a slick but irregular path.",put all in kit,0,"book: Done.
brass key: Done.
severed right hand: Done.
pair of tongs: Done.
flashlight: Done.
severed right foot: Done.
severed left foot: Done.
severed left hand: Done.
newspaper: Done.
notepad: Done.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"You open the green dumpster, revealing a tangled mound of putrefying human limbs: a severed left arm, a severed right arm, a severed left leg and a severed right leg.",take all,20,"alley door: That's fixed in place.
green dumpster: That's fixed in place.
severed left arm: Taken.
severed right arm: Taken.
severed left leg: Taken.
severed right leg: Taken.

[Nikolai's sanitation rating has dropped twenty points.]",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"alley door: That's fixed in place.
green dumpster: That's fixed in place.
severed left arm: Taken.
severed right arm: Taken.
severed left leg: Taken.
severed right leg: Taken.

[Nikolai's sanitation rating has dropped twenty points.]",s,0,"
Dish Room
A warped wooden door is set into the cement north wall. The door is open.

You step cautiously around the open drain cover.

The largest fixture in this location is a straight unit dish machine, with a stainless steel dish table on either side.

On the dish table is a dish rack (in which are some servingware).",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"
Dish Room
A warped wooden door is set into the cement north wall. The door is open.

You step cautiously around the open drain cover.

The largest fixture in this location is a straight unit dish machine, with a stainless steel dish table on either side.

On the dish table is a dish rack (in which are some servingware).",put light in rack,0,You put the flashlight into the dish rack.,False,train/training_data_afflicted.z8_p_rand_0.5.csv
"
Crypt
You could escape through the drain pipe in the ceiling.

At the center of the room is a three foot by six foot crate, composed mostly of particle board. Sofia lies in state.",put all in crate,0,"severed right leg: Almost before you release it, the right leg wriggles snakelike into location below the woman's torso.  Muscle and sinew, then skin all regenerate between the disjointed limb and body.  The air crackles.  Your nose burns with the stench of cauterized flesh.

The woman flexes her right leg. She coos, ""it still tingles.  But Sugar, you must still bring me my foot.""

severed left leg: You hear a sudden crack, like bone breaking in reverse.  Skin and tissue then grow over the freshly attached left leg at stop-action speed.

The woman flexes her left leg. She coos, ""it still tingles.  But Darling, you must still bring me my foot.""

severed right arm: The right arm doesn't fit into its socket at quite the right angle.  Sofia grimaces as it twists into place.  The skin which grows over is purple and gangrenous.  But not a moment later the gangrenous stench has disipated and the skin color fades to a mottled bruise.

The woman flexes her right arm. She coos, ""it still tingles.  But Honey, you must still bring me my hand.""

severed left arm: Sofia looks with excitement as you lower the final limb into her coffin.  She leans toward you so that the left arm locks into exactly the right place.  The air crackles more loudly than before, filling the entire room with the smoke and stench of cauterization.

The woman flexes her left arm. She coos, ""it still tingles.  But Sugar, you must still bring me my hand.""

book: Done.
brass key: Done.
first aid kit: Done.
severed right hand: The air is filled with a smell of searing flesh.  Muscle and tissue regenerate unnaturally to produce a whole working arm.
pair of tongs: Done.
flashlight: Done.
severed right foot: The air is filled with a smell of searing flesh.  Muscle and tissue regenerate unnaturally to produce a whole working leg.
severed left foot: The air is filled with a smell of searing flesh.  Muscle and tissue regenerate unnaturally to produce a whole working leg.
severed left hand: The air is filled with a smell of searing flesh.  Muscle and tissue regenerate unnaturally to produce a whole working arm.
newspaper: Done.
notepad: Done.
Sofia: You need to be holding Sofia before you can put her into something else.

Sofia's body levitates out of her coffin until she has risen nearly to the ceiling. Then she rotates upright to face you, still suspended at least four feet above the ground.

""You have done good work today, my little hero.  And since I fancy you, I will now help you escape.""
""But first, won't you give me a little kiss?",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"severed right leg: Almost before you release it, the right leg wriggles snakelike into location below the woman's torso.  Muscle and sinew, then skin all regenerate between the disjointed limb and body.  The air crackles.  Your nose burns with the stench of cauterized flesh.

The woman flexes her right leg. She coos, ""it still tingles.  But Sugar, you must still bring me my foot.""

severed left leg: You hear a sudden crack, like bone breaking in reverse.  Skin and tissue then grow over the freshly attached left leg at stop-action speed.

The woman flexes her left leg. She coos, ""it still tingles.  But Darling, you must still bring me my foot.""

severed right arm: The right arm doesn't fit into its socket at quite the right angle.  Sofia grimaces as it twists into place.  The skin which grows over is purple and gangrenous.  But not a moment later the gangrenous stench has disipated and the skin color fades to a mottled bruise.

The woman flexes her right arm. She coos, ""it still tingles.  But Honey, you must still bring me my hand.""

severed left arm: Sofia looks with excitement as you lower the final limb into her coffin.  She leans toward you so that the left arm locks into exactly the right place.  The air crackles more loudly than before, filling the entire room with the smoke and stench of cauterization.

The woman flexes her left arm. She coos, ""it still tingles.  But Sugar, you must still bring me my hand.""

book: Done.
brass key: Done.
first aid kit: Done.
severed right hand: The air is filled with a smell of searing flesh.  Muscle and tissue regenerate unnaturally to produce a whole working arm.
pair of tongs: Done.
flashlight: Done.
severed right foot: The air is filled with a smell of searing flesh.  Muscle and tissue regenerate unnaturally to produce a whole working leg.
severed left foot: The air is filled with a smell of searing flesh.  Muscle and tissue regenerate unnaturally to produce a whole working leg.
severed left hand: The air is filled with a smell of searing flesh.  Muscle and tissue regenerate unnaturally to produce a whole working arm.
newspaper: Done.
notepad: Done.
Sofia: You need to be holding Sofia before you can put her into something else.

Sofia's body levitates out of her coffin until she has risen nearly to the ceiling. Then she rotates upright to face you, still suspended at least four feet above the ground.

""You have done good work today, my little hero.  And since I fancy you, I will now help you escape.""
""But first, won't you give me a little kiss?",no,0,"Sofia is saddened.  ""That isn't the answer I had hoped for, but I shall respect your choice.

""You are a sharp fellow.  By now I expect you've figured out the situation on your own and I don't have to belabor my strained relationship with Nikolai.  We are both, to put it crudely, vampires.  When I moved into the neighborhood a few years ago, he still had the power to subordinate me.  But I knew he was being weakened by diabetes and it would not be long before I would inherit his territory.  Nikolai knew this as well.  So to prevent my challenge to his dominance he had me abducted and slaughtered.""

Sofia smiles.  ""Now, I suppose, is the time for my revenge.""  She levitates out of this location to the dish room, then out of sight.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"Sofia is saddened.  ""That isn't the answer I had hoped for, but I shall respect your choice.

""You are a sharp fellow.  By now I expect you've figured out the situation on your own and I don't have to belabor my strained relationship with Nikolai.  We are both, to put it crudely, vampires.  When I moved into the neighborhood a few years ago, he still had the power to subordinate me.  But I knew he was being weakened by diabetes and it would not be long before I would inherit his territory.  Nikolai knew this as well.  So to prevent my challenge to his dominance he had me abducted and slaughtered.""

Sofia smiles.  ""Now, I suppose, is the time for my revenge.""  She levitates out of this location to the dish room, then out of sight.",take flashlight with newspaper,0,"(First taking the newspaper)
Taken.

The flashlight can safely be grasped without the aid of the newspaper, so you try taking the flashlight without the newspaper.

Taken.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"
Dish Room
You step cautiously around the open drain cover.

A warped wooden door is set into the cement north wall. The door is open.

The largest fixture in this location is a straight unit dish machine, with a stainless steel dish table on either side.

On the dish table is a dish rack (in which are some servingware).",close dish,0,"(the dish machine)
You close the cabinet.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"
Darkness",take inventory,0,"You are carrying:
  a tourniquet (being worn)",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"
Galley Kitchen",s,0,"Angela is dead on the floor, her life force sucked dry. Blood and other pieces of Nikolai are scattered around the room as if he had swallowed a hand grenade.  The front door is blasted open.  Yet there was no hand grenade which did this.  The largest part of his remains have landed on a table.  Sofia levitates magically above them, lapping the blood from his various wounds.

She is, at present, unaware that you've entered the room.

Dining Room
An aluminum placard is fixed to the front door.

Angela lies dead on the floor.

Nikolai's remains are scattered throughout the room.

Sofia hovers several feet above the dining room tables, lapping blood from Nikolai's remains.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"Angela is dead on the floor, her life force sucked dry. Blood and other pieces of Nikolai are scattered around the room as if he had swallowed a hand grenade.  The front door is blasted open.  Yet there was no hand grenade which did this.  The largest part of his remains have landed on a table.  Sofia levitates magically above them, lapping the blood from his various wounds.

She is, at present, unaware that you've entered the room.

Dining Room
An aluminum placard is fixed to the front door.

Angela lies dead on the floor.

Nikolai's remains are scattered throughout the room.

Sofia hovers several feet above the dining room tables, lapping blood from Nikolai's remains.",examine floor,0,"(the cork dance floor)
The dance floor isn't very large but you imagine it doesn't need to be.  People don't come to Nikolai's to dance.  They come to get soused.  The floor is discolored by water marks and mold.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"
19th Street
An aluminum placard is fixed to the front door.",examine room,0,"Angela lies dead on the floor.

About twelve tables are closely spaced within the small location.

Dozens of identical chairs are pushed snug against the four top tables.
You also see Nikolai and Sofia.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"
19th Street West
You are walking past the window to Goldschmidt's Pawnshop (on the north side of 19th Street).  Although the shop is closed right now, the window provides a neat display of hocked merchandise.  Nikolai's Bar and Grill is east.  To the west, the neighborhood becomes even seedier.

Goldschmidt's is closed for the day.  The door is locked.",search window,0,"Through the window you see Goldschmidt's Pawnshop.

The carefully arranged display includes a letter opener, a saxophone and a baby's crib.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"Through the window you see Goldschmidt's Pawnshop.

The carefully arranged display includes a letter opener, a saxophone and a baby's crib.",ask all for tourniquet,0,"(yourself for the tourniquet)
You are carrying:
  a tourniquet (being worn)",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"The window shatters, dropping shards of glass on both sides.",x opener,0,"The letter opener appears to be made of sterling silver.  A crucifixion scene is cast in the handle.

You hear the wail of distant sirens.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"The letter opener appears to be made of sterling silver.  A crucifixion scene is cast in the handle.

You hear the wail of distant sirens.",take opener,0,Taken.,False,train/training_data_afflicted.z8_p_rand_0.5.csv
Taken.,look in glass,0,"(the window)
Through the window you see Goldschmidt's Pawnshop.

The carefully arranged display includes a saxophone and a baby's crib.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"
19th Street
An aluminum placard is fixed to the front door.",examine room,0,"Angela lies dead on the floor.

About twelve tables are closely spaced within the small location.

Dozens of identical chairs are pushed snug against the four top tables.
You also see Nikolai and Sofia.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
"
Dining Room
An aluminum placard is fixed to the front door.

Angela lies dead on the floor.

Nikolai's remains are scattered throughout the room.

Sofia hovers several feet above the dining room tables, lapping blood from Nikolai's remains.",kill sofia with opener,0,"Though it feels awkward to strike with your left hand, the letter opener slides into Sofia's chest as easily as a hot knife through butter.  Sofia's mouth drops.  Her expression speaks a sense of betrayal.  Then her body is overcome with epileptic seizures.  You are deafened by a momentary blast of thunder.  Sofia has disintegrated.  Nothing remains but fly-size specks of blood and tissue painted against walls and ceiling. You race to your car to vacate the neighborhood before police arrive.

You read in the newspaper the next day that police are unable to explain the carnage and gore they discovered at Nikolai's Bar and Grill that morning.  Police are still looking for the culprit.

As for you, you are just happy to have survived the gristly ordeal, even if it meant losing your hand.  At least you were able to rid the city of a coven of vampires.



    *** You have won ***


Nikolai's Bar and Grill earned a final sanitation rating of -75.


Would you like to RESTART, RESTORE a saved game, see some suggestions for AMUSING things to do or QUIT",True,train/training_data_afflicted.z8_p_rand_0.5.csv
"


This has never been your favorite part of the city.  Nor is this neighborhood the safest one.  But as a city sanitarian, you are charged with completing an annual health and safety inspection of every restaurant in your district.

Each day you visit three or four restaurants.  During those visits you take note of potential health code violations in your trusty notepad.  Today's first target:  Nikolai's Bar and Grill.

A hazy sun barely peeks above the three-story tenements.

Afflicted
An Interactive Fiction by Doug Egan
Release 1 / Serial number 080906 / Inform 7 build 5T18 (I6/v6.31 lib 6/12N) 

Type ""About"" at any time to see game instructions and other notes from the author.

19th Street
You are standing in front of Nikolai's Bar and Grill on 19th Street.  A green awning shades the smudged window into Nikolai's dining room.  The front entrance is north of you.

The east/west sidewalk here is cracked and uneven, pocked by clumps of crabgrass.  A storm gutter is built into the curb, littered with broken bottles.  Across the street a neon sign flickers erratically.  A few cars are parked nearby (including yours), but otherwise you see no evidence that anyone visits this neighborhood past daybreak.

An aluminum placard is fixed to the front door.

A damp sheet of newspaper has blown up against the curb.",hit window with sheet,0,"(first taking the newspaper)
The window shatters, dropping shards of glass on both sides.",False,train/training_data_afflicted.z8_p_rand_0.5.csv
